Trial ID,Score,Hyperparameters
0078,0.5037593841552734,"{'num_conv_blocks': 2, 'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 2, 'units_per_dense': 512, 'dropout_rate': 0.2, 'learning_rate': 0.00013322098064721589, 'optimizer': 'rmsprop', 'conv_filters_0': 32, 'conv_filters_1': 64, 'conv_filters_2': 64, 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0033,0.5037593841552734,"{'num_conv_blocks': 3, 'activation': 'elu', 'use_batch_norm': False, 'num_dense_layers': 2, 'units_per_dense': 128, 'dropout_rate': 0.30000000000000004, 'learning_rate': 0.00044007375079028473, 'optimizer': 'adam', 'conv_filters_0': 64, 'conv_filters_1': 64, 'conv_filters_2': 128, 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0040,0.49624061584472656,"{'num_conv_blocks': 3, 'activation': 'relu', 'use_batch_norm': False, 'num_dense_layers': 4, 'units_per_dense': 320, 'dropout_rate': 0.2, 'learning_rate': 0.002956233014862521, 'optimizer': 'sgd', 'conv_filters_0': 32, 'conv_filters_1': 64, 'conv_filters_2': 64, 'tuner/epochs': 4, 'tuner/initial_epoch': 0, 'tuner/bracket': 2, 'tuner/round': 0}"
0017,0.4887218177318573,"{'num_conv_blocks': 2, 'activation': 'relu', 'use_batch_norm': False, 'num_dense_layers': 2, 'units_per_dense': 128, 'dropout_rate': 0.5, 'learning_rate': 0.00011830854700554212, 'optimizer': 'adam', 'conv_filters_0': 32, 'conv_filters_1': 128, 'conv_filters_2': 32, 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0080,0.4887218177318573,"{'num_conv_blocks': 3, 'activation': 'relu', 'use_batch_norm': False, 'num_dense_layers': 4, 'units_per_dense': 64, 'dropout_rate': 0.4, 'learning_rate': 0.00011136911847047254, 'optimizer': 'adam', 'conv_filters_0': 32, 'conv_filters_1': 64, 'conv_filters_2': 128, 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0107,0.48120301961898804,"{'num_conv_blocks': 2, 'activation': 'relu', 'use_batch_norm': False, 'num_dense_layers': 2, 'units_per_dense': 448, 'dropout_rate': 0.2, 'learning_rate': 0.000201419610821259, 'optimizer': 'sgd', 'conv_filters_0': 64, 'conv_filters_1': 64, 'conv_filters_2': 64, 'tuner/epochs': 4, 'tuner/initial_epoch': 0, 'tuner/bracket': 2, 'tuner/round': 0}"
0006,0.4661654233932495,"{'num_conv_blocks': 2, 'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 2, 'units_per_dense': 64, 'dropout_rate': 0.2, 'learning_rate': 0.00028876663931139905, 'optimizer': 'rmsprop', 'conv_filters_0': 64, 'conv_filters_1': 32, 'conv_filters_2': 32, 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0024,0.45864662528038025,"{'num_conv_blocks': 3, 'activation': 'relu', 'use_batch_norm': False, 'num_dense_layers': 3, 'units_per_dense': 448, 'dropout_rate': 0.30000000000000004, 'learning_rate': 0.00014944917411779363, 'optimizer': 'rmsprop', 'conv_filters_0': 64, 'conv_filters_1': 32, 'conv_filters_2': 64, 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0079,0.451127827167511,"{'num_conv_blocks': 2, 'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 4, 'units_per_dense': 384, 'dropout_rate': 0.2, 'learning_rate': 0.00036652514116130154, 'optimizer': 'rmsprop', 'conv_filters_0': 64, 'conv_filters_1': 128, 'conv_filters_2': 128, 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0048,0.451127827167511,"{'num_conv_blocks': 3, 'activation': 'relu', 'use_batch_norm': True, 'num_dense_layers': 3, 'units_per_dense': 384, 'dropout_rate': 0.5, 'learning_rate': 0.00178701749121327, 'optimizer': 'rmsprop', 'conv_filters_0': 32, 'conv_filters_1': 32, 'conv_filters_2': 32, 'tuner/epochs': 4, 'tuner/initial_epoch': 0, 'tuner/bracket': 2, 'tuner/round': 0}"
0050,0.451127827167511,"{'num_conv_blocks': 2, 'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 2, 'units_per_dense': 512, 'dropout_rate': 0.5, 'learning_rate': 0.00022635543607274578, 'optimizer': 'sgd', 'conv_filters_0': 64, 'conv_filters_1': 32, 'conv_filters_2': 32, 'tuner/epochs': 4, 'tuner/initial_epoch': 0, 'tuner/bracket': 2, 'tuner/round': 0}"
0005,0.4436090290546417,"{'num_conv_blocks': 2, 'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 3, 'units_per_dense': 256, 'dropout_rate': 0.5, 'learning_rate': 0.0011178417270725715, 'optimizer': 'sgd', 'conv_filters_0': 64, 'conv_filters_1': 64, 'conv_filters_2': 32, 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0119,0.4285714328289032,"{'num_conv_blocks': 3, 'activation': 'relu', 'use_batch_norm': False, 'num_dense_layers': 4, 'units_per_dense': 448, 'dropout_rate': 0.6000000000000001, 'learning_rate': 0.00015480544731661438, 'optimizer': 'sgd', 'conv_filters_0': 32, 'conv_filters_1': 32, 'conv_filters_2': 128, 'tuner/epochs': 10, 'tuner/initial_epoch': 0, 'tuner/bracket': 1, 'tuner/round': 0}"
0041,0.42105263471603394,"{'num_conv_blocks': 3, 'activation': 'relu', 'use_batch_norm': True, 'num_dense_layers': 4, 'units_per_dense': 128, 'dropout_rate': 0.4, 'learning_rate': 0.0001787125964217817, 'optimizer': 'adam', 'conv_filters_0': 64, 'conv_filters_1': 128, 'conv_filters_2': 128, 'tuner/epochs': 4, 'tuner/initial_epoch': 0, 'tuner/bracket': 2, 'tuner/round': 0}"
0010,0.42105263471603394,"{'num_conv_blocks': 2, 'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 4, 'units_per_dense': 64, 'dropout_rate': 0.4, 'learning_rate': 0.0006242557612186153, 'optimizer': 'rmsprop', 'conv_filters_0': 32, 'conv_filters_1': 64, 'conv_filters_2': 64, 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0072,0.4135338366031647,"{'num_conv_blocks': 3, 'activation': 'relu', 'use_batch_norm': True, 'num_dense_layers': 2, 'units_per_dense': 384, 'dropout_rate': 0.2, 'learning_rate': 0.000555659662817629, 'optimizer': 'sgd', 'conv_filters_0': 32, 'conv_filters_1': 32, 'conv_filters_2': 128, 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0013,0.4135338366031647,"{'num_conv_blocks': 2, 'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 4, 'units_per_dense': 64, 'dropout_rate': 0.5, 'learning_rate': 0.0002571412776290704, 'optimizer': 'adam', 'conv_filters_0': 32, 'conv_filters_1': 32, 'conv_filters_2': 32, 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0007,0.4060150384902954,"{'num_conv_blocks': 3, 'activation': 'relu', 'use_batch_norm': True, 'num_dense_layers': 3, 'units_per_dense': 448, 'dropout_rate': 0.5, 'learning_rate': 0.003244474257063657, 'optimizer': 'sgd', 'conv_filters_0': 64, 'conv_filters_1': 128, 'conv_filters_2': 32, 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0111,0.3909774422645569,"{'num_conv_blocks': 2, 'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 4, 'units_per_dense': 128, 'dropout_rate': 0.2, 'learning_rate': 0.0025926424851734835, 'optimizer': 'rmsprop', 'conv_filters_0': 128, 'conv_filters_1': 32, 'conv_filters_2': 64, 'tuner/epochs': 4, 'tuner/initial_epoch': 0, 'tuner/bracket': 2, 'tuner/round': 0}"
0014,0.3909774422645569,"{'num_conv_blocks': 2, 'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 3, 'units_per_dense': 384, 'dropout_rate': 0.6000000000000001, 'learning_rate': 0.0014264707401098879, 'optimizer': 'rmsprop', 'conv_filters_0': 32, 'conv_filters_1': 32, 'conv_filters_2': 64, 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0096,0.3834586441516876,"{'num_conv_blocks': 3, 'activation': 'relu', 'use_batch_norm': True, 'num_dense_layers': 4, 'units_per_dense': 448, 'dropout_rate': 0.2, 'learning_rate': 0.007195712607074813, 'optimizer': 'rmsprop', 'conv_filters_0': 32, 'conv_filters_1': 64, 'conv_filters_2': 32, 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0091,0.37593984603881836,"{'num_conv_blocks': 3, 'activation': 'relu', 'use_batch_norm': True, 'num_dense_layers': 4, 'units_per_dense': 256, 'dropout_rate': 0.30000000000000004, 'learning_rate': 0.0009376213735689443, 'optimizer': 'rmsprop', 'conv_filters_0': 32, 'conv_filters_1': 128, 'conv_filters_2': 128, 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0101,0.37593984603881836,"{'num_conv_blocks': 3, 'activation': 'elu', 'use_batch_norm': False, 'num_dense_layers': 2, 'units_per_dense': 384, 'dropout_rate': 0.30000000000000004, 'learning_rate': 0.00011181404254174737, 'optimizer': 'sgd', 'conv_filters_0': 64, 'conv_filters_1': 128, 'conv_filters_2': 64, 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0071,0.35338345170021057,"{'num_conv_blocks': 3, 'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 3, 'units_per_dense': 64, 'dropout_rate': 0.5, 'learning_rate': 0.0008114161130365027, 'optimizer': 'rmsprop', 'conv_filters_0': 32, 'conv_filters_1': 128, 'conv_filters_2': 32, 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0012,0.3458646535873413,"{'num_conv_blocks': 2, 'activation': 'relu', 'use_batch_norm': False, 'num_dense_layers': 4, 'units_per_dense': 512, 'dropout_rate': 0.6000000000000001, 'learning_rate': 0.0008788815784436897, 'optimizer': 'rmsprop', 'conv_filters_0': 64, 'conv_filters_1': 64, 'conv_filters_2': 128, 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0031,0.3458646535873413,"{'num_conv_blocks': 3, 'activation': 'relu', 'use_batch_norm': True, 'num_dense_layers': 2, 'units_per_dense': 256, 'dropout_rate': 0.2, 'learning_rate': 0.004678935030371913, 'optimizer': 'adam', 'conv_filters_0': 128, 'conv_filters_1': 128, 'conv_filters_2': 32, 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
0030,0.3458646535873413,"{'num_conv_blocks': 2, 'activation': 'elu', 'use_batch_norm': True, 'num_dense_layers': 3, 'units_per_dense': 192, 'dropout_rate': 0.4, 'learning_rate': 0.009719857082698607, 'optimizer': 'sgd', 'conv_filters_0': 64, 'conv_filters_1': 128, 'conv_filters_2': 128, 'tuner/epochs': 2, 'tuner/initial_epoch': 0, 'tuner/bracket': 3, 'tuner/round': 0}"
